SubjectID,RandomOrdering,Environment,Trial, ObjectId, RealStartVectorX, RealStartVectorY, RealStartVectorZ, PerfectStartVectorX, PerfectStartVectorY, PerfectStartVectorZ, RealStartAngleX, RealStartAngleY, RealStartAngleZ, PerfectStartAngleX, PerfectStartAngleY, PerfectStartAngleZ, StartErrorX, StartErrorY, StartErrorZ, RealEndVectorX, RealEndVectorY, RealEndVectorZ, PerfectEndVectorX, PerfectEndVectorY, PerfectEndVectorZ, RealEndAngleX, RealEndAngleY, RealEndAngleZ, PerfectEndAngleX, PerfectEndAngleY, PerfectEndAngle, EndErrorX, EndErrorY, EndErrorZ, RealChangeX, RealChangeY, RealChangeZ, PerfectChangeX, PerfectChangeY, PerfectChangeZ, ChangeErrorX, ChangeErrorY, ChangeErrorZ, ElapsedTime,,,Item Index,Item Name,,,,,,,,,,
1,2,full,14,4,0.05748664,0.200775,-0.9779493,0.00331499,-0.1666474,-0.986011,168.3983,176.6359,15.97767,189.593,179.8074,178.8604,21.19473,-3.171509,162.8827,0.5025109,0.3966505,0.768213,0.5052376,0.715391,0.4826497,27.30861,33.18989,51.71466,55.99382,46.30983,35.23126,28.68521,-13.11994,-16.4834,-141.0896,143.446,35.73699,-133.5992,133.4975,-143.6292,7.490479,9.948425,-179.3661,3.307166,,,,,,,,,,,,,,
1,2,full,15,7,0.08805069,0.1468531,-0.9852316,-0.01802373,-0.1609579,-0.9867967,171.5222,174.893,30.94621,189.264,181.0464,186.3892,17.74178,-6.153351,155.443,0.5117615,0.4368845,-0.7397515,0.3984974,0.4522606,-0.7979099,149.4346,145.3244,49.51302,150.4552,153.4612,41.38403,1.020523,-8.136795,-8.12899,-22.0876,29.56857,18.56682,-38.80885,27.58513,-145.0052,-16.72125,1.983444,-163.572,2.888906,,,,,,,,,,,,,,
1,2,full,16,2,0.01787296,-0.0122164,-0.9997659,-0.002164549,-0.1588376,-0.9873024,180.7001,178.9758,124.3531,189.1395,180.1256,180.7807,8.439377,-1.149796,56.42761,-0.6014833,0.1018176,0.7923705,-0.895207,-0.1954649,0.400497,7.322237,322.7981,279.6078,333.985,294.1028,257.683,326.6628,28.69534,-21.9248,-173.3778,-143.8223,155.2547,144.8456,-113.9771,76.90225,318.2234,-29.84514,-78.35242,4.196089,,,,,,,,,,,,,,
1,2,full,17,0,0.05314934,0.1951536,-0.9793318,-0.01164589,-0.1687202,-0.9855952,168.7302,176.8936,15.23479,189.7141,180.677,183.9486,20.98392,-3.783417,168.7138,-0.1016413,-0.4186717,-0.9024318,-0.16831,-0.3786213,-0.9101196,204.8883,186.4262,193.6458,202.5879,190.4774,203.9668,-2.300415,-4.05127,10.32101,36.15817,-9.532608,178.411,12.87384,-9.800461,20.0182,-23.28433,0.2678528,-158.3928,4.008094,,,,,,,,,,,,,,
1,2,full,18,8,0.02070783,0.04437613,-0.9988003,-3.07E-05,-0.1597997,-0.9871495,177.4561,178.8123,25.0158,189.1953,180.0018,180.011,11.73921,-1.189514,154.9952,0.5491482,0.2625201,-0.7934226,0.198844,0.003196923,-0.9800259,161.6922,145.3119,64.44988,179.8131,168.5306,89.0789,18.12096,-23.21869,24.62902,-15.7639,33.50038,39.43408,-9.382156,11.47121,-90.9321,6.381744,22.02917,-130.3662,3.209851,,,,,,,,,,,,,,
1,2,full,19,5,0.009847141,-0.03588944,-0.9993075,-0.001611653,-0.1554682,-0.9878396,182.0569,179.4354,164.6571,188.944,180.0935,180.5939,6.8871,-0.6580505,15.93686,0.9962368,0.008109869,0.08629265,0.975427,-0.1748607,-0.1340374,5.368945,85.04948,89.5336,232.5285,97.82424,100.1632,227.1595,-12.77477,10.62962,-176.6879,94.38595,-75.12347,43.58452,82.26923,-80.43071,220.2724,12.11671,-5.307236,4.142395,,,,,,,,,,,,,,
1,2,full,20,6,0.07634336,0.1088779,-0.9911195,-0.008649516,-0.1622846,-0.9867061,173.731,175.5954,35.03748,189.3399,180.5022,183.0509,15.60887,-4.906891,148.0134,0.2708941,-0.7112288,-0.6486682,0.3115953,-0.9189575,-0.2417134,227.634,157.3338,159.1491,255.2633,127.8018,161.2695,27.62932,29.53206,2.120422,53.90297,18.26154,124.1116,65.92342,52.70049,-21.78139,12.02045,-34.43895,-145.893,3.186898,,,,,,,,,,,,,,
1,2,full,21,0,0.04862274,0.151368,-0.9872811,-0.006148612,-0.16822,-0.9857303,171.2834,177.1805,17.80816,189.6845,180.3574,182.0933,18.40112,-3.17688,164.2851,-0.1030854,-0.2905214,-0.9512995,-0.1706221,-0.3857693,-0.9066809,196.9824,186.1846,199.5361,203.0485,190.6575,203.8593,6.066116,-4.472885,4.323196,25.69897,-9.004074,181.728,13.36397,-10.30008,21.76607,-12.33501,1.296005,-159.9619,3.364682,,,,,,,,,,,,,,
1,2,full,22,4,0.02265598,0.08601838,-0.9960359,-0.000569326,-0.1650443,-0.986286,175.0641,178.697,14.75575,189.4998,180.0331,180.1976,14.43565,-1.33609,165.4419,0.6203331,0.4456598,0.6454256,0.4790759,0.6789465,0.5563432,34.62468,43.86432,54.30577,50.66808,40.73227,35.20743,16.0434,3.13205,-19.09835,-140.4395,134.8327,39.55002,-138.8317,139.3008,-144.9902,1.607742,-4.46814,-184.5402,3.843069,,,,,,,,,,,,,,
1,2,full,23,2,0.03865806,0.1469753,-0.9883845,0.01074152,-0.1695838,-0.9854572,171.5419,177.7602,14.7364,189.7642,179.3755,176.3757,18.22224,-1.615326,161.6393,-0.611818,0.03344341,0.7902912,-0.8773759,-0.1920419,0.4396945,2.423187,322.2541,273.1288,336.4061,296.6176,257.6537,333.9829,25.63651,-15.47513,-169.1188,-144.494,258.3924,146.6419,-117.2421,81.27798,315.7607,-27.25183,-177.1144,4.264152,,,,,,,,,,,,,,
1,2,full,24,3,-0.01887462,0.1026531,-0.9945382,-0.006410358,-0.1713637,-0.985187,174.107,181.0872,349.5815,189.8673,180.3728,182.1423,15.76033,0.7144318,-167.4392,0.3268166,-0.6155422,0.7171462,-0.1140265,-0.9313524,0.3458043,319.3598,24.49962,152.0343,290.3696,341.7504,186.9801,-28.9902,-317.2508,34.94572,145.2528,156.5876,-197.5472,100.5023,-161.3776,4.837753,-44.75053,317.9652,202.3849,3.865839,,,,,,,,,,,,,,
1,2,full,25,7,-0.009288587,0.274567,-0.9615233,0.01395886,-0.1733848,-0.9847552,164.0631,180.5535,358.0624,189.9857,179.1879,175.3972,25.92258,1.36557,-182.6653,0.5508483,0.3536763,-0.7559627,0.4040933,0.4548011,-0.79364,154.9275,143.9203,57.2972,150.1848,153.0164,41.62127,-4.742676,-9.096176,-15.67593,-9.135574,36.63321,-300.7652,-39.80083,26.17146,-133.7759,-30.66525,10.46175,166.9893,3.721521,,,,,,,,,,,,,,
1,2,full,26,1,0.05617347,0.01986043,-0.9982237,0.01218191,-0.1607226,-0.9869245,178.8602,176.7792,70.52868,189.2495,179.2928,175.6656,10.38931,-2.513657,105.1369,-0.06338751,0.5485289,-0.8337256,-0.2765653,0.7412016,-0.6116632,146.6581,184.3478,353.4082,129.5305,204.3302,339.5379,-17.12755,-19.98244,-13.8703,-32.20213,-7.568634,282.8795,-59.71899,-25.03741,163.8723,-27.51686,17.46878,-119.0072,3.587618,,,,,,,,,,,,,,
2,3,full,0,3,0.04916009,-0.1361087,-0.9894735,-0.02641327,-0.2003985,-0.9793584,187.8323,177.1557,160.1412,191.5643,181.5449,187.5085,3.732086,-4.389175,27.36736,0.0993108,-0.6789579,0.7274293,-0.08664972,-0.9682667,0.2344173,316.9739,7.774127,171.6784,283.6094,339.7137,185.1137,-33.3645,-331.9396,13.43535,129.1417,169.3816,11.53723,92.04509,-158.1689,-2.394775,-37.09659,327.5504,-13.93201,5.57514,,,,,,,,,,,,,,
2,3,full,1,5,-0.02300205,-0.06696159,-0.9974904,-0.0329971,-0.1948893,-0.9802701,183.8405,181.321,198.9582,191.2444,181.9279,189.6097,7.403946,-0.6069183,-9.348434,0.9851797,-0.03852458,0.1671437,0.9160799,-0.2497875,-0.3136939,347.0207,80.371,92.23936,218.5295,108.9028,105.2521,-128.4912,-28.53178,13.0127,163.1802,100.95,-106.7188,27.28508,73.02514,-84.35767,-135.8951,27.92486,22.36113,4.21917,,,,,,,,,,,,,,
2,3,full,2,4,0.02220014,0.05191153,-0.9984049,0.002194803,-0.2040112,-0.9789661,177.0236,178.7262,23.15413,191.7717,179.8716,179.3836,14.74803,-1.14534,156.2295,0.3622984,0.5780948,0.7311267,0.5975008,0.6979492,0.3947908,38.33308,26.36,32.07583,60.50559,56.5458,40.5662,22.17251,-30.1858,8.490368,-138.6906,152.3662,8.921694,-131.2661,123.3258,-138.8174,7.424484,29.04045,-147.7391,5.320292,,,,,,,,,,,,,,
2,3,full,3,0,0.0069467,-0.1164093,-0.9931771,-0.03692936,-0.1902748,-0.981036,186.6851,179.5993,176.5849,190.9764,182.1558,190.9837,4.291306,-2.556519,14.39871,-0.6132495,-0.4769984,-0.6296014,-0.1065114,-0.3869699,-0.9159201,217.1483,224.2462,232.1235,202.9037,186.6331,195.3893,-14.24457,37.61314,-36.73418,30.4632,-44.64696,55.53851,11.92732,-4.477295,4.405624,-18.53587,-40.16966,-51.13289,8.095783,,,,,,,,,,,,,,
2,3,full,4,2,0.01376889,-0.04597561,-0.9988479,0.03572653,-0.1960252,-0.9799478,182.6354,179.2103,163.328,191.3119,177.9121,169.6709,8.676559,1.298187,6.342972,-0.9337443,-0.06053206,0.3527857,-0.8861487,-0.3888813,0.2520156,350.2638,290.6975,266.2909,302.9454,285.8754,246.306,-47.31845,4.822052,-19.98486,167.6284,-111.4872,102.9629,111.6334,-107.9634,76.63506,-55.99501,-3.523865,-26.32784,4.620265,,,,,,,,,,,,,,
2,3,full,5,6,0.04256305,-0.05056242,-0.9978137,0.01782536,-0.1952428,-0.980593,182.9009,177.5574,139.9096,191.2607,178.9586,174.7834,8.359848,-1.401138,34.87387,0.5156102,-0.6503246,-0.5578747,0.299405,-0.9099853,-0.2868508,229.3757,137.2547,141.5909,252.5038,133.7732,161.7877,23.12814,3.481415,20.19681,46.47479,40.3028,1.681274,61.24309,45.18535,-12.99579,14.7683,-4.882553,-14.67706,4.963815,,,,,,,,,,,,,,
2,3,full,6,1,0.04396816,0.01846934,-0.9988624,0.05768342,-0.1936545,-0.9793725,178.9407,177.4796,67.21458,191.185,176.6293,163.4129,12.24428,0.850296,96.19832,-0.6630757,0.6775384,-0.3182334,-0.2200421,0.6731418,-0.706018,115.159,244.362,315.6181,136.3656,197.3105,341.898,21.20656,47.05151,26.27994,-63.78171,-66.88245,248.4035,-54.81943,-20.68123,178.4851,8.96228,-46.20122,-69.91838,4.918964,,,,,,,,,,,,,,
2,3,full,7,8,0.01109684,-0.1582353,-0.9873393,0.02191633,-0.1933496,-0.9808851,189.105,179.3561,175.9885,191.151,178.72,173.5331,2.046005,0.6360321,-2.455399,0.2177661,0.279938,-0.9349935,0.2155663,-0.02634747,-0.9761336,163.3322,166.8892,37.87965,181.5461,167.5468,96.96838,18.21388,-0.6576691,59.08874,-25.7728,12.46689,-138.1088,-9.604919,11.17319,-76.5647,16.16788,1.293701,61.54413,4.788711,,,,,,,,,,,,,,
2,3,full,9,3,0.02337227,-0.04679241,-0.9986313,0.03648351,-0.1910121,-0.9809095,182.6827,178.6593,153.4584,191.0193,177.8699,169.1867,8.336578,0.7893372,15.72829,-0.03897415,-0.757768,0.6513591,-0.008870438,-0.9843863,0.1757981,310.6815,356.5758,182.9443,280.1255,357.1114,180.5163,-30.55606,-0.5356445,-2.428009,127.9988,-177.9165,29.48589,89.1062,-179.2415,11.32959,-38.89264,1.324982,-18.1563,4.644678,,,,,,,,,,,,,,
2,3,full,10,0,0.03052571,0.1080149,-0.9936807,0.04935635,-0.1966313,-0.9792344,173.7962,178.2404,15.78064,191.354,177.1146,165.9093,17.55785,1.125885,150.1287,-0.5266113,-0.4715446,-0.7073374,-0.09365123,-0.3859683,-0.9177461,213.6893,216.6676,228.1577,202.8097,185.8266,193.6387,-10.87958,30.84105,-34.51906,39.8931,-38.42717,212.3771,11.45567,-8.712006,27.72932,-28.43742,-29.71516,-184.6478,10.70965,,,,,,,,,,,,,,
2,3,full,11,4,0.04465001,0.04193377,-0.9981224,0.01726466,-0.1993612,-0.979774,177.5943,177.4386,46.79685,191.5013,178.9905,175.0505,13.90706,-1.551849,128.2537,0.301144,0.6462403,0.7012032,0.6072045,0.6785036,0.4134437,42.66417,23.24195,24.98523,58.64412,55.74917,41.82591,15.97994,-32.50722,16.84068,-134.9301,154.1967,-21.81162,-132.8572,123.2413,-133.2246,2.072891,30.95537,-111.413,5.575253,,,,,,,,,,,,,,
2,3,full,12,8,0.0793958,0.001573273,-0.9968421,0.03446081,-0.1935134,-0.9804922,179.9096,175.4462,88.8648,191.1646,177.9871,169.9026,11.25504,-2.540924,81.03783,0.564774,0.3789489,-0.7330949,0.1895262,-0.02781382,-0.9814816,152.6648,142.3895,56.1394,181.6232,169.0706,98.34882,28.95844,-26.68112,42.20942,-27.24477,33.05669,-32.7254,-9.541367,8.916489,-71.55382,17.7034,24.1402,-38.82842,3.930075,,,,,,,,,,,,,,
2,3,full,13,6,0.02715171,-0.1017009,-0.9944445,0.01947604,-0.1937605,-0.9808555,185.8393,178.436,165.052,191.1745,178.8625,174.2601,5.33519,-0.4264526,9.208084,0.5290234,-0.5485489,-0.6474788,0.2877561,-0.919933,-0.2663073,220.2715,140.7494,136.0381,253.855,132.7831,162.6303,33.58351,7.966324,26.59218,34.43225,37.68661,-29.01396,62.68057,46.07939,-11.62987,28.24832,-8.392776,17.38409,7.253473,,,,,,,,,,,,,,
2,3,full,14,1,0.007512815,0.07004257,-0.9975158,0.03244291,-0.1969951,-0.9798675,175.9835,179.5685,6.122178,191.3674,178.1037,170.648,15.3839,1.464844,164.5258,-0.4782336,0.7311158,-0.4865824,-0.2599236,0.6723346,-0.6931131,123.6451,224.5042,326.8107,135.8718,200.5565,338.8636,12.22673,23.94771,12.05283,-52.33835,-44.93571,320.6885,-55.49551,-22.45285,168.2156,-3.157166,-22.48286,-152.473,3.831205,,,,,,,,,,,,,,
2,3,full,15,7,-0.006518988,-0.2136591,-0.9768867,0.000351324,-0.1817661,-0.9833417,192.3371,180.3823,181.7476,190.4726,179.9795,179.8893,-1.864487,0.4028168,-1.858353,0.3990274,0.3871158,-0.8312151,0.3891513,0.4043876,-0.8276666,155.0275,154.3565,45.86808,153.9604,154.8181,43.90003,-1.067093,-0.4615631,-1.968048,-37.30959,26.02582,-135.8795,-36.51219,25.16144,-135.9892,0.7973938,0.8643799,-0.1096954,5.642581,,,,,,,,,,,,,,
2,3,full,16,5,-0.04039662,-0.1703217,-0.9845601,0.008430526,-0.1930385,-0.9811549,189.8146,182.3495,193.3428,191.1306,179.5077,177.4993,1.315964,2.841827,-15.84344,0.9998342,-0.006363844,-0.01706477,0.9117861,-0.243708,-0.3305336,200.4516,90.97781,90.36468,216.402,109.9262,104.9646,15.95033,-18.94839,14.59988,10.63704,91.37173,-102.9781,25.27141,69.5815,-72.53477,14.63437,21.79022,30.44333,3.444429,,,,,,,,,,,,,,
2,3,full,17,2,0.05591134,0.04483112,-0.9974288,0.01150008,-0.2018149,-0.9793562,177.4265,176.7916,51.27649,191.6439,179.3272,176.7386,14.21742,-2.535614,125.4621,-0.7223732,-0.01306454,-0.69138,-0.8471901,-0.3234836,0.4214586,181.0826,226.2559,268.9639,322.4926,296.4493,249.1016,141.41,-70.19347,-19.86227,3.656082,-49.46425,217.6874,130.8487,-117.1221,72.36296,127.1926,67.65785,-145.3244,7.082859,,,,,,,,,,,,,,
2,3,full,18,8,0.05172181,0.001519586,-0.9986606,0.01439424,-0.2014961,-0.9793835,179.9128,177.0352,88.31713,191.6257,179.158,175.9139,11.71288,-2.122726,87.59678,0.5283307,0.4404113,-0.725882,0.1833362,-0.02903501,-0.9826214,148.7537,143.9511,50.18574,181.6925,169.4314,98.99921,32.93878,-25.48022,48.81347,-31.15907,33.08412,-38.13139,-9.933167,9.726624,-76.9147,21.22591,23.3575,-38.78331,3.754105,,,,,,,,,,,,,,
2,3,full,19,1,0.06812678,0.002826644,-0.9976727,-0.005039359,-0.1956882,-0.9806533,179.8377,176.0936,87.62411,191.2851,180.2944,181.4751,11.4474,-4.200851,93.85104,-0.536364,0.7459053,-0.3948911,-0.2513879,0.6771299,-0.6915919,117.8973,233.6381,324.2809,135.6054,199.9758,339.6323,17.70808,33.66232,15.35138,-61.94038,-57.54453,236.6568,-55.6797,-19.68135,158.1572,6.260681,-37.86317,-78.49965,4.929753,,,,,,,,,,,,,,
2,3,full,20,2,0.01800805,-0.05516104,-0.9983152,0.01870464,-0.1963133,-0.9803628,183.1626,178.9666,161.92,191.3235,178.907,174.5573,8.160843,0.05961609,12.63727,-0.9450502,0.1204122,0.3039426,-0.8672262,-0.3777598,0.3243706,21.61186,287.8286,277.2611,310.6517,290.5074,246.4623,289.0398,-2.678833,-30.79886,-161.5508,-108.862,115.3411,119.3282,-111.6004,71.90497,280.879,2.738449,-43.43613,3.998459,,,,,,,,,,,,,,
2,3,full,21,0,-0.03508044,-0.1751138,-0.9839231,-0.02876169,-0.1909067,-0.9811867,190.0916,182.0419,191.3281,191.0103,181.679,188.5676,0.9187622,0.3628845,-2.760437,-0.5877038,-0.4623386,-0.6639634,-0.1422032,-0.3870187,-0.9110405,214.8507,221.5135,231.8083,203.0162,188.8716,200.175,-11.83447,32.64185,-31.63339,24.75916,-39.47154,40.48027,12.00592,-7.192581,11.60732,-12.75323,-32.27896,-28.87296,6.975895,,,,,,,,,,,,,,
2,3,full,22,5,-0.02091108,0.04036521,-0.9989663,-0.03096871,-0.2078898,-0.9776618,177.6861,181.1992,332.6137,192.0046,181.8143,188.4729,14.31845,-0.6151276,-144.1408,0.9966063,0.04547154,0.06861717,0.9206936,-0.2739867,-0.2779471,33.53182,86.06136,87.38761,224.5889,106.7985,106.5723,191.0571,-20.73712,19.18472,-144.1543,95.13783,-245.2261,32.58432,75.01584,-81.90054,176.7386,20.12199,163.3256,4.874819,,,,,,,,,,,,,,
2,3,full,23,3,-0.1193625,-0.04594491,-0.9917873,-0.05614233,-0.2101484,-0.9760562,182.6523,186.8626,248.9473,192.1505,183.292,194.9576,9.498154,3.570587,-53.98975,0.1046664,-0.7549131,0.6474189,-0.1523474,-0.9490559,0.2758321,310.6166,9.183396,172.1064,286.2059,331.0873,189.1196,-24.41074,-321.9039,17.01317,127.9643,177.6792,-76.84088,94.0554,-147.7953,-5.837967,-33.90889,325.4745,71.00291,5.552418,,,,,,,,,,,,,,
2,3,full,24,6,-0.03759756,-0.1233127,-0.9916555,-0.06569806,-0.1969501,-0.9782098,187.0884,182.1713,196.9563,191.3836,183.8423,198.4475,4.295212,-1.671036,1.491257,0.4612692,-0.5706839,-0.6793752,0.2573393,-0.9272703,-0.2719304,220.0307,145.825,141.0523,253.6557,136.5792,164.4894,33.62505,9.245865,23.43712,32.94234,36.34624,-55.90396,62.27217,47.26314,-33.9581,29.32983,-10.9169,21.94586,8.628203,,,,,,,,,,,,,,
2,3,full,25,7,-0.08010387,0.0501721,-0.9955232,-0.07383404,-0.1994264,-0.9771273,177.1149,184.6003,302.0605,191.5353,184.3212,200.3162,14.42047,0.2791443,-101.7443,0.4720387,0.398419,-0.786411,0.341478,0.423553,-0.8390445,153.1319,149.026,49.83433,153.2152,157.8544,38.87654,0.08329773,-8.828491,-10.95779,-23.98299,35.57439,-252.2262,-38.32016,26.46675,-161.4396,-14.33717,9.107635,90.78651,6.387509,,,,,,,,,,,,,,
2,3,full,26,4,-0.08185116,-0.05878627,-0.9949093,-0.06543595,-0.1962715,-0.9783637,183.3815,184.7031,234.3137,191.3436,183.8264,198.4381,7.962128,0.876709,-35.87561,0.4303659,0.6066097,0.6684384,0.4684787,0.7400185,0.4825974,42.22383,32.77496,35.35421,56.88992,44.14951,32.33641,14.66609,-11.37455,-3.017803,-141.1577,151.9282,-198.9595,-134.4537,139.6769,-166.1017,6.703964,12.25125,32.85782,5.154116,,,,,,,,,,,,,,
2,3,full,27,7,-0.01715973,-0.02645242,-0.9995029,-0.03257481,-0.2056696,-0.9780791,181.516,180.9836,212.9715,191.8751,181.9075,189,10.35909,-0.9239655,-23.97156,0.7072012,0.4125526,-0.5741661,0.3361952,0.4199616,-0.8429739,144.3018,129.0726,59.74244,153.518,158.2569,38.6786,9.216141,-29.18425,-21.06384,-37.21419,51.91093,-153.2291,-38.35713,23.65065,-150.3214,-1.142944,28.26028,2.907715,6.741455,,,,,,,,,,,,,,
3,4,full,0,4,-0.04512891,-0.06873775,-0.9966135,-0.05400083,-0.06727034,-0.9962723,183.9455,182.5927,213.2864,183.8629,183.1026,218.7555,-0.08267212,-0.5098419,5.469116,0.7993962,0.4197055,0.4298991,0.4356382,0.7861533,0.4383861,44.3126,61.72954,62.29926,60.85446,44.81987,28.99255,16.54186,16.90967,-33.30672,-139.6329,120.8632,-150.9872,-123.0084,138.2827,-189.763,16.62454,-17.41951,-38.77582,4.009624,,,,,,,,,,,,,,
3,4,full,1,8,-0.02764332,-0.1283031,-0.9913499,-0.06371518,-0.06417292,-0.9959027,187.3744,181.5972,192.1587,183.6869,183.6606,224.7949,-3.687515,-2.063385,32.63622,0.348024,0.3828783,-0.8557358,0.1708108,0.04187739,-0.9844135,155.895,157.8687,42.26982,177.5641,170.1563,76.2246,21.66907,-12.28766,33.95478,-31.47935,23.72859,-149.8889,-6.122772,13.50432,-148.5703,25.35658,10.22427,1.318573,3.053777,,,,,,,,,,,,,,
3,4,full,2,1,-0.03524422,-0.1120407,-0.9930786,-0.05713835,-0.06498936,-0.9962488,186.437,182.0326,197.4618,183.7323,183.2825,221.3218,-2.704636,-1.249954,23.85997,-0.2238584,0.5941508,-0.7725751,-0.3008383,0.7438955,-0.5967544,142.4378,196.1593,339.3551,128.7367,206.7538,337.9811,-13.70116,-10.5945,-1.373932,-43.99916,-14.12671,141.8932,-54.99568,-23.47125,116.6593,-10.99652,9.344543,-25.2339,2.942446,,,,,,,,,,,,,,
